1040.000,2306.000
1049.891,2305.959
1059.782,2305.825
1069.673,2305.601
1079.561,2305.285
1089.446,2304.877
1099.327,2304.378
1109.201,2303.788
1119.069,2303.106
1128.741,2302.345
1138.407,2301.491
1148.064,2300.543
1157.713,2299.502
1167.351,2298.367
1176.978,2297.140
1186.591,2295.819
1196.189,2294.406
1204.999,2293.023
1213.797,2291.558
1222.581,2290.011
1231.352,2288.381
1240.108,2286.669
1248.847,2284.876
1257.569,2283.001
1266.272,2281.045
1274.955,2279.008
1283.617,2276.890
1292.781,2274.554
1301.925,2272.123
1311.046,2269.598
1320.142,2266.979
1329.214,2264.266
1338.258,2261.459
1347.274,2258.560
1356.261,2255.568
1365.216,2252.484
1374.139,2249.308
1383.027,2246.041
1391.880,2242.684
1400.697,2239.236
1409.475,2235.700
1418.214,2232.075
1426.912,2228.361
1435.358,2224.651
1443.768,2220.857
1452.143,2216.979
1460.479,2213.018
1468.777,2208.975
1477.034,2204.850
1485.251,2200.644
1493.424,2196.357
1501.554,2191.990
1509.639,2187.544
1517.678,2183.020
1525.493,2178.522
1533.268,2173.951
1541.000,2169.308
1548.691,2164.594
1556.338,2159.809
1563.940,2154.953
1571.497,2150.028
1579.008,2145.033
1586.471,2139.970
1593.886,2134.840
1601.941,2129.155
1609.943,2123.392
1617.890,2117.554
1625.782,2111.640
1633.618,2105.651
1641.396,2099.589
1649.115,2093.453
1656.775,2087.245
1664.560,2080.815
1672.287,2074.314
1679.956,2067.743
1687.565,2061.102
1695.114,2054.393
1702.601,2047.615
1710.026,2040.771
1717.388,2033.861
1724.896,2026.689
1732.342,2019.452
1739.727,2012.151
1747.050,2004.787
1754.309,1997.360
1761.504,1989.872
1768.634,1982.323
1775.699,1974.715
1782.921,1966.806
1790.081,1958.838
1797.176,1950.813
1804.208,1942.731
1811.174,1934.592
1818.074,1926.399
1824.908,1918.150
1831.675,1909.848
1838.609,1901.205
1845.480,1892.508
1852.285,1883.761
1859.025,1874.962
1865.698,1866.113
1872.305,1857.214
1878.845,1848.267
1885.317,1839.272
1892.222,1829.522
1899.057,1819.722
1905.822,1809.873
1912.516,1799.975
1919.140,1790.029
1925.692,1780.037
1932.172,1769.997
1938.579,1759.912
1944.913,1749.783
1951.456,1739.159
1957.930,1728.491
1964.334,1717.780
1970.668,1707.027
1976.931,1696.233
1983.124,1685.398
1989.245,1674.524
1995.294,1663.609
2001.271,1652.657
2008.215,1639.730
2015.073,1626.756
2021.843,1613.735
2028.526,1600.669
2035.120,1587.558
2041.627,1574.404
2048.044,1561.206
2054.372,1547.967
2060.900,1534.081
2067.343,1520.156
2073.701,1506.190
2079.973,1492.185
2086.159,1478.143
2092.259,1464.062
2098.272,1449.946
2104.198,1435.793
2110.421,1420.679
2116.559,1405.529
2122.611,1390.345
2128.578,1375.126
2134.459,1359.873
2140.254,1344.588
2145.962,1329.271
2151.584,1313.922
2157.118,1298.543
2162.850,1282.348
2168.500,1266.124
2174.067,1249.870
2179.552,1233.588
2184.954,1217.278
2190.273,1200.942
2195.509,1184.578
2200.662,1168.189
2205.902,1151.080
2205.989,1150.363
2205.902,1148.920
2205.732,1148.225
2200.934,1132.701
2196.065,1117.198
2191.123,1101.718
2186.109,1086.262
2181.023,1070.829
2175.865,1055.421
2170.505,1039.652
2165.059,1023.912
2159.528,1008.201
2153.912,992.520
2148.211,976.870
2142.425,961.250
2136.554,945.663
2130.600,930.108
2124.561,914.587
2118.736,899.861
2112.822,885.170
2106.820,870.514
2100.729,855.894
2094.550,841.311
2088.283,826.765
2081.929,812.258
2075.488,797.790
2068.960,783.362
2062.748,769.861
2056.446,756.401
2050.057,742.981
2043.579,729.603
2037.014,716.268
2030.362,702.977
2023.623,689.730
2016.798,676.528
2010.923,665.341
2004.977,654.192
1998.959,643.080
1992.870,632.006
1986.710,620.971
1980.481,609.976
1974.181,599.021
1967.812,588.108
1961.373,577.236
1955.142,566.871
1948.837,556.549
1942.460,546.270
1936.012,536.036
1929.491,525.848
1922.900,515.705
1916.239,505.609
1909.507,495.560
1902.706,485.560
1896.333,476.335
1889.892,467.156
1883.384,458.025
1876.810,448.940
1870.169,439.905
1863.462,430.918
1856.691,421.981
1849.854,413.094
1843.184,404.558
1836.447,396.074
1829.643,387.642
1822.772,379.264
1815.836,370.940
1808.836,362.671
1801.771,354.458
1794.642,346.301
1787.676,338.460
1780.645,330.677
1773.548,322.953
1766.386,315.288
1759.160,307.684
1751.871,300.140
1744.520,292.659
1737.107,285.240
1729.844,278.096
1722.518,271.017
1715.128,264.002
1707.676,257.053
1700.162,250.171
1692.588,243.356
1684.954,236.609
1677.261,229.931
1669.701,223.489
1662.080,217.117
1654.399,210.815
1646.659,204.586
1638.862,198.429
1631.007,192.346
1623.096,186.337
1615.131,180.403
1607.273,174.666
1599.358,169.004
1591.388,163.420
1583.363,157.913
1575.285,152.485
1567.155,147.136
1558.974,141.867
1550.743,136.679
1543.141,131.988
1535.494,127.368
1527.803,122.820
1520.069,118.343
1512.292,113.940
1504.475,109.609
1496.618,105.352
1488.721,101.170
1480.787,97.062
1472.816,93.030
1464.333,88.844
1455.804,84.743
1447.230,80.728
1438.614,76.801
1429.955,72.962
1421.257,69.212
1412.519,65.550
1403.744,61.978
1394.933,58.497
1386.086,55.107
1377.207,51.808
1368.295,48.601
1359.353,45.486
1350.381,42.464
1341.382,39.535
1332.357,36.700
1323.538,34.030
1314.692,31.446
1305.819,28.949
1296.921,26.539
1287.999,24.217
1279.054,21.982
1270.088,19.835
1261.102,17.777
1252.098,15.808
1243.075,13.927
1234.037,12.136
1225.197,10.472
1216.341,8.888
1207.469,7.386
1198.583,5.964
1189.685,4.624
1180.774,3.366
1171.852,2.190
1162.921,1.095
1153.982,0.082
1145.035,-0.849
1135.516,-1.746
1125.987,-2.558
1116.451,-3.284
1106.907,-3.924
1097.358,-4.479
1087.803,-4.948
1078.245,-5.330
1068.685,-5.627
1059.123,-5.837
1049.561,-5.962
1040.000,-6.000
